Part Number,Current Noise Density (typ),GBP (typ) Hz,BW -3 dB (typ) Hz,Slew Rate (typ) V/us,Vos (max) V,VNoise Density (typ) V/rtHz,Ibias (max) A,Rail to Rail,Iq/Amp (typ) A,Vs span (min) V,Vs span (max) V
MAX4126,0.0000000000004,,5000000,2,0.00075,0.000000022,0.00000015,Both,0.000725,2.7,6.5
MAX4128,0.0000000000004,,25000000,10,0.00075,0.000000022,0.00000015,Both,0.000725,2.7,6.5
MAX4130,0.0000000000004,,10000000,4,0.0015,0.000000022,0.00000015,Both,0.001,2.7,6.5
MAX4131,0.0000000000004,,10000000,4,0.0006,0.000000022,0.00000015,Both,0.001,2.7,6.5
MAX4132,0.0000000000004,,10000000,4,0.00075,0.000000022,0.00000015,Both,0.001,2.7,6.5
OP162,0.0000000000004,15000000,,13,0.000325,0.0000000095,0.0000005,In to V- Output,0.0006,2.7,12
OP184,0.0000000000004,4250000,,4,0.0001,0.0000000039,0.00000045,Both,0.002,3,36
OP262,0.0000000000004,15000000,,13,0.000325,0.0000000095,0.0000005,In to V- Output,0.000775,2.7,12
OP281,0.000000000000999,105000,,0.028,0.0015,0.000000075,0.00000001,Output,0.000005,2.7,12
AD8031,0.0000000000024,50000000,80000000,35,0.0015,0.000000015,0.000002,Both,0.0009,2.7,12
AD8032,0.0000000000024,50000000,80000000,35,0.0015,0.000000015,0.000002,Both,0.0009,2.7,12
AD8072,0.000000000006,,100000000,500,0.006,0.000000003,0.000012,,0.003,5,12
AD8073,0.000000000006,,100000000,500,0.006,0.000000003,0.000012,,0.003,5,12
AD8534,0.00000000000005,3000000,,5,0.025,0.00000003,0.00000000005,Both,0.00125,3,6
LT1210,0.000000000002,,66000000,900,0.015,0.000000003,,,0.035,8,36
LT1351,0.0000000000005,3000000,,200,0.0006,0.000000014,0.00000005,,0.00025,5,36
LT1463,0.0000000000000005,175000,,0.13,0.0008,0.000000076,0.000000000002,,0.000028,10,40
LT1465,0.0000000000000004,1000000,,0.9,0.0008,0.000000024,0.000000000002,,0.000145,10,40
OP196,0.00000000000019,450000,,0.3,0.0003,0.000000026,0.00000005,Both,0.00006,3,12
OP462,0.0000000000004,15000000,,13,0.000325,0.0000000095,0.0000005,In to V- Output,0.000775,2.7,12
AD8532,0.00000000000005,3000000,,5,0.025,0.00000003,0.00000000005,Both,0.00125,3,6
LT1353,0.0000000000005,3000000,,200,0.0006,0.000000014,0.00000005,,0.00025,5,36
LT1464,0.0000000000000004,1000000,,0.9,0.0008,0.000000024,0.000000000002,,0.000145,10,40
LT1207,0.000000000002,,66000000,900,0.01,0.0000000036,,,0.02,10,36
LT1352,0.0000000000005,3000000,,200,0.0006,0.000000014,0.00000005,,0.00025,5,36
LT1498,0.0000000000003,10500000,,4.5,0.000475,0.000000012,0.00000065,Both,0.0017,2.2,36
LT1499,0.0000000000003,10500000,,4.5,0.000475,0.000000012,0.00000065,Both,0.0017,2.2,36
LT2179,0.00000000000001,60000,,0.025,0.0001,0.000000049,0.000000005,In to V-,0.000013,2.2,44
AD8004,0.000000000038,,250000000,3000,0.0035,0.0000000015,0.00011,,0.014,4,12
AD8013,0.000000000012,,140000000,1000,0.005,0.0000000035,0.000015,,0.0035,4.2,13
AD8042,0.0000000000007,90000000,170000000,225,0.0098,0.000000015,0.0000032,Output,0.006,3,12
AD8044,0.0000000000009,90000000,160000000,190,0.0065,0.000000016,0.0000045,In to V- Output,0.002875,3,12
OP296,0.00000000000019,450000,,0.3,0.0003,0.000000026,0.00000005,Both,0.00006,3,12
AD8041,0.0000000000006,160000000,170000000,170,0.007,0.000000016,0.0000032,In to V- Output,0.0058,3,12
AD8041S,,160000000,,,0.0095,,0.0000034,In to V- Output,,3,12
AD823,0.000000000000001,10000000,16000000,25,0.0035,0.000000016,0.00000000003,In to V- Output,0.0052,3,36
LT1367,0.00000000000007,400000,,0.13,0.0008,0.000000029,0.000000035,Both,0.00034,2,36
LT1368,0.00000000000007,160000,,0.065,0.000475,0.000000029,0.000000035,Both,0.00034,2,36
OP484,0.0000000000004,4250000,,4,0.0001,0.0000000039,0.00000045,Both,,3,36
OP484S,,,,,0.0002,,0.00000035,Both,,3,36
OP496,0.00000000000019,450000,,0.3,0.0003,0.000000026,0.00000005,Both,0.00006,3,12
AD8002,0.000000000002,,600000000,1200,0.006,0.000000002,0.000025,,0.01,6,12
AD8011,0.000000000005,,400000000,1100,0.005,0.000000002,0.000015,,0.001,3,12
OP284,0.0000000000004,4250000,,4,0.0001,0.0000000039,0.00000045,Both,0.002,2,36
OP293,0.00000000000005,35000,,0.015,0.00025,0.000000065,0.00000002,In to V-,0.00003,1.7,36
AD8047,0.000000000001,110000000,250000000,750,0.003,0.0000000052,0.0000035,,0.0058,6,12
AD8048,0.000000000001,120000000,260000000,1000,0.003,0.0000000038,0.0000035,,0.0059,6,12
AD824,0.0000000000000011,2000000,,2,0.0025,0.000000016,0.000000000035,In to V- Output,0.00056,2.7,30
OP193,0.00000000000005,35000,,0.015,0.00015,0.000000065,0.000000015,In to V-,0.00003,1.7,36
AD8036,0.0000000000022,110000000,240000000,1200,0.007,0.0000000067,0.00001,,0.0205,6,12
AD8037,0.0000000000021,140000000,270000000,1500,0.007,0.0000000045,0.000009,,0.0185,6,12
LT1354,0.0000000000006,12000000,,400,0.0008,0.00000001,0.0000003,,0.001,5,36
LT1357,0.0000000000008,25000000,,600,0.0006,0.000000008,0.0000005,,0.002,5,36
OP191,0.0000000000008,3000000,,0.5,0.0005,0.000000042,0.000000065,Both,0.00042,2.7,12
OP279,0.000000000001,5000000,,3,0.004,0.000000022,0.0000003,Both,0.0035,4.5,12
AD9631,0.0000000000025,110000000,320000000,1300,0.01,0.000000007,0.000007,,0.017,6,12
AD9632,0.000000000002,130000000,250000000,1500,0.005,0.0000000043,0.000007,,0.016,6,12
LT1169,0.000000000000001,5300000,,4.2,0.002,0.000000006,0.00000000002,,0.0053,9,40
LT1361,0.0000000000009,50000000,,800,0.001,0.000000009,0.000001,,0.0038,5,36
LT1362,0.0000000000009,50000000,,800,0.001,0.000000009,0.000001,,0.0038,5,36
LT1364,0.000000000001,70000000,,1000,0.0015,0.000000009,0.000001,,0.006,3,36
LT1365,0.000000000001,70000000,,1000,0.0015,0.000000009,0.000002,,0.006,3,36
AD8001,0.000000000018,,880000000,1200,0.0055,0.000000002,0.000025,,0.005,6,12
AD8001S,,,880000000,,0.0055,,0.000025,,,6,12
LT1251,0.0000000000015,,40000000,300,0.005,0.0000000027,0.00003,,0.0135,5,36
LT1256,0.0000000000015,,40000000,300,0.005,0.0000000027,,,0.0135,5,36
LT1457,0.0000000000000015,1000000,,4,0.00045,0.000000013,0.0000000005,,0.0018,9,40
LTC1152,0.0000000000006,700000,,0.5,0.00001,0.0000001,0.0000000001,Both,0.0022,3,14
OP291,0.0000000000008,3000000,,0.5,0.0007,0.000000035,0.000000065,Both,0.00042,2.7,12
OP491,0.0000000000008,3000000,,0.5,0.0007,0.000000042,0.000000065,Both,0.0002,2.7,12
LT1203,,150000000,,300,0.03,,0.000005,,0.01,9,36
LT1205,,150000000,,300,0.03,,0.000005,,0.01,9,36
LT1366,0.00000000000007,400000,,0.13,0.000475,0.000000029,0.000000035,Both,0.00034,2,36
AD812,0.0000000000015,,145000000,250,0.005,0.0000000035,0.000025,,0.0045,2.4,36
AD813,0.0000000000015,,100000000,450,0.005,0.0000000035,0.00003,,,2.4,36
LT1113,0.00000000000001,5600000,,3.9,0.0015,0.0000000045,0.00000000045,,0.0053,9,40
LT1204,0.0000000000015,,95000000,1000,0.014,0.000000007,,,0.019,9,36
LT1259,0.0000000000013,,130000000,1600,0.012,0.0000000036,,,0.005,4,36
LT1260,0.0000000000013,,130000000,1600,0.012,0.0000000036,,,0.005,4,36
LT1355,0.0000000000006,12000000,,400,0.0008,0.00000001,0.0000003,,0.001,5,36
LT1356,0.0000000000006,12000000,,400,0.0008,0.00000001,0.0000003,,0.001,5,36
LT1358,0.0000000000008,25000000,,600,0.0006,0.000000008,0.0000005,,0.002,5,36
LT1359,0.0000000000008,25000000,,600,0.0006,0.000000008,0.0000005,,0.002,5,36
LT1360,0.0000000000009,50000000,,800,0.001,0.000000009,0.000001,,0.0038,3,36
LT1363,0.000000000001,70000000,,1000,0.0015,0.000000009,0.000002,,0.0063,3,36
LT1413,0.00000000000002,950000,,0.3,0.00015,0.000000023,,In to V-,0.00033,3,22
OP292,0.0000000000007,4000000,,4,0.002,0.000000015,0.0000007,In to V-,0.001,4.5,33
OP492,0.0000000000007,4000000,,4,0.0025,0.000000015,0.0000007,In to V-,0.001,4.5,33
AD822,0.0000000000000008,1800000,180000,3,0.0015,0.000000013,0.000000000012,In to V- Output,0.0009,5,30
AD826,0.0000000000015,50000000,50000000,350,0.002,0.000000015,0.0000066,,0.0066,5,36
AD828,0.0000000000015,100000000,130000000,450,0.002,0.00000001,0.0000066,,0.0075,5,36
LT1206,0.000000000002,,66000000,900,0.01,0.0000000036,,,0.02,10,36
OP113,0.0000000000004,3400000,,1.2,0.000075,0.0000000047,0.0000006,In to V-,0.003,4,36
OP413,0.0000000000004,3400000,,1.2,0.000125,0.0000000047,0.0000006,In to V-,0.003,4,36
OP495,0.0000000000001,85000,,0.03,0.0005,0.000000045,0.00000002,Output,0.000175,3,36
AD820,0.0000000000000008,1800000,,3,0.001,0.000000013,0.00000000001,In to V- Output,0.0009,5,30
LT1208,0.0000000000011,45000000,,400,0.003,0.000000022,0.000008,,0.007,8,36
LT1209,0.0000000000011,45000000,,400,0.003,0.000000022,0.000008,,0.007,8,36
LT1212,0.0000000000002,13000000,,7,0.000275,0.000000012,0.000000125,In to V-,0.0013,2.5,36
LT1214,0.0000000000002,28000000,,8.5,0.000275,0.00000001,0.0000002,In to V-,0.0027,2.5,36
LT1216,0.0000000000005,23000000,,30,0.00045,0.000000012,0.0000006,In to V-,0.00475,2.5,36
LT1252,0.0000000000015,,250000000,250,0.015,0.000000003,,,0.0085,4,28
LT1253,0.0000000000015,,250000000,250,0.015,0.000000003,,,0.006,4,28
LT1254,0.0000000000015,250000000,,250,0.015,0.000000003,,,0.006,4,28
SSM2135,0.0000000000005,3500000,,0.9,0.002,0.0000000052,0.00000075,In to V-,0.0038,4,36
LT1195,0.000000000002,50000000,,165,0.008,0.00000007,0.000002,,0.012,4,18
LT1211,0.0000000000002,13000000,,7,0.00015,0.000000012,0.0000001,In to V-,0.0013,2.5,36
LT1211MJ8,0.0000000000002,13000000,,7,0.00015,0.000000012,0.0000001,,0.0013,2.5,36
LT1213,0.0000000000002,28000000,,8.5,0.00015,0.00000001,0.00000016,In to V-,0.0027,2.5,36
LT1213MJ8,0.0000000000002,28000000,,8.5,0.00015,0.00000001,0.00000016,,0.0027,2.5,36
LT1215,0.0000000000005,23000000,,30,0.0003,0.000000012,0.0000005,In to V-,0.00475,2.5,36
OP467,0.0000000000008,28000000,,170,0.0005,0.000000006,0.0000006,,0.008,9,36
OP467S,,,,,0.0005,,0.0000006,,,9,36
AD795,0.0000000000000006,1600000,1600000,1,0.0005,0.000000009,0.000000000002,,0.0015,8,36
AD810,0.0000000000015,,80000000,1000,0.006,0.0000000029,0.00001,,0.0068,5,36
AD817,0.0000000000015,50000000,50000000,350,0.002,0.000000015,0.0000066,,0.007,5,36
AD818,0.0000000000015,100000000,130000000,500,0.002,0.00000001,0.0000066,,0.007,5,36
LT1112,0.000000000000008,750000,,0.3,0.00006,0.000000014,0.00000000025,,0.00035,2,40
LT1114,0.000000000000008,750000,,0.3,0.00006,0.000000014,0.00000000025,,0.00035,2,40
LT1128,0.000000000001,20000000,,6,0.00004,0.00000000085,0.00000009,,0.0074,8,44
LTC1250,0.000000000000004,1500000,,10,0.00001,0.000000015,0.0000000002,,0.003,4.75,18
OP213,0.0000000000004,3400000,,1.2,0.0001,0.0000000047,0.0000006,In to V-,0.003,4,36
AD797,0.000000000002,110000000,8000000,20,0.00004,0.0000000009,0.0000009,,0.0105,10,36
LT1217,0.0000000000007,,10000000,500,0.003,0.0000000065,,,0.001,10,36
OP285,0.0000000000009,9000000,,22,0.00025,0.000000006,0.00000035,,0.0025,9,44
OP295,0.0000000000001,85000,,0.03,0.0005,0.000000045,0.00000002,Output,0.000175,3,36
LT1225,0.0000000000015,150000000,,400,0.001,0.0000000075,0.000008,,0.007,5,36
LT1226,0.0000000000015,1000000000,,400,0.001,0.0000000026,0.000008,,0.007,5,36
LT1227,0.0000000000017,,140000000,1100,0.01,0.0000000032,,,0.01,4,36
LT1227MJ8,0.0000000000017,,,1100,0.01,0.0000000032,,,0.01,4,36
LTC1047,0.0000000000000015,200000,,0.2,0.00001,,0.00000000003,In to V- Output,0.00006,4.75,16
OP275,0.0000000000015,9000000,,22,0.001,0.000000006,0.00000035,,0.0025,9,44
LT1187,0.0000000000015,50000000,,165,0.01,0.000000065,0.000002,,0.013,4,18
LT1189,0.00000000000125,180000000,,220,0.003,0.00000003,0.000002,,0.013,4,18
LTC1151,0.0000000000000022,2000000,,2.5,0.000005,0.000000055,0.0000000001,In to V-,0.0009,4.75,36
AD811,0.00000000002,,140000000,400,0.003,0.0000000019,0.000005,,0.0145,9,36
LT1124,0.0000000000003,12500000,,4.5,0.00007,0.0000000027,0.00000002,,0.0023,8,44
LT1125,0.0000000000003,12500000,,4.5,0.00009,0.0000000027,0.00000002,,0.0023,8,44
LT1126,0.0000000000003,65000000,,11,0.00007,0.0000000027,0.00000002,,0.0026,8,44
LT1127,0.0000000000003,65000000,,11,0.00009,0.0000000027,0.00000002,,0.0026,8,44
LT1228,0.0000000000014,,100000000,500,0.005,0.00000002,0.000001,,0.009,4,36
LT1229,0.0000000000014,,100000000,700,0.01,0.0000000032,,,0.006,4,36
LT1230,0.0000000000014,,100000000,700,0.01,0.0000000032,,,0.006,4,36
OP282,0.00000000000001,4000000,,9,0.003,0.000000036,0.0000000001,In to V+,0.00021,9,36
OP482,0.00000000000001,4000000,,9,0.004,0.000000036,0.0000000001,In to V+,0.00021,9,36
RH1013M,,800000,,0.2,0.0003,0.000000024,0.00000003,In to V-,,4,44
RH1014M,0.00000000000007,500000,,0.2,0.0003,0.000000024,0.00000003,,0.00055,4,44
LT1220,0.000000000002,45000000,,250,0.001,0.000000017,0.0000003,,0.008,5,36
LT1221,0.000000000002,150000000,,250,0.001,0.000000006,0.0000003,,0.008,5,36
LT1222,0.000000000002,500000000,,200,0.0003,0.000000003,0.0000003,,0.008,5,36
LT1223,0.0000000000022,,100000000,1000,0.003,0.000000033,,,0.006,5,36
OP497,0.00000000000002,500000,,0.15,0.000075,0.000000015,0.00000000015,,0.000625,4,40
AD745,0.0000000000000069,20000000,,12.5,0.0005,0.0000000029,0.00000000025,,0.01,9.6,36
LT1190,0.000000000004,50000000,,450,0.01,0.00000005,0.0000025,,0.032,4,18
LT1191,0.000000000004,90000000,,450,0.005,0.000000025,0.0000025,,0.032,4,18
LT1192,0.000000000004,350000000,,450,0.0025,0.000000009,0.0000025,,0.032,4,18
LT1193,0.000000000004,80000000,,500,0.012,0.00000005,0.0000035,,0.035,4,18
LT1194,0.000000000004,350000000,,500,0.006,0.000000015,0.0000035,,0.035,4,18
LT1224,0.0000000000015,45000000,,400,0.002,0.000000022,0.000008,,0.007,5,36
AD704,0.00000000000005,800000,,0.15,0.00015,0.000000015,0.00000000027,,0.0006,4,36
AD706,0.00000000000005,800000,,0.15,0.0001,0.000000015,0.0000000002,,0.0006,4,36
AD743,0.0000000000000069,4500000,,2.8,0.001,0.0000000029,0.0000000004,,0.01,9.6,36
AD829,0.0000000000015,750000000,120000000,230,,0.0000000017,0.000007,,0.0053,9,36
OP297,0.00000000000002,500000,,0.15,0.00005,0.000000017,0.0000000001,,0.000625,4,40
AD827,0.0000000000015,50000000,50000000,300,0.002,0.000000015,0.000007,,0.0105,9,36
LT1122,0.000000000000002,14000000,,80,0.0006,0.000000014,0.000000000075,,0.0075,20,40
LTC1049,0.000000000000002,800000,,0.8,0.00001,0.00000008,0.00000000005,In to V- Output,0.0002,4.75,18
LTC1150,0.0000000000000018,2500000,,3,0.00001,0.00000009,0.0000000001,In to V-,0.0008,4.75,32
AD746,0.00000000000001,13000000,13000000,75,0.0015,0.000000016,0.00000000025,,0.004,9,36
LT1077,0.000000000000065,230000,,0.08,0.00004,0.000000027,0.000000009,In to V-,0.000048,2.2,44
AD843,0.000000000012,34000000,,250,0.001,0.000000019,0.000000001,,0.012,9,36
LTC1051,0.0000000000000022,2500000,,4,0.000005,0.00000007,0.000000000065,In to V- Output,0.001,4.75,16.5
OP249,0.000000000000003,4700000,,22,0.00075,0.000000016,0.000000000075,,0.0035,9,36
AD844,0.000000000012,,60000000,2000,0.00015,0.000000002,0.00000025,,0.0065,9,36
AD844S,,,60000000,,0.0003,,0.00000045,,,9,36
AD848,0.0000000000015,175000000,35000000,300,0.0023,0.000000005,0.000005,,0.0048,9,36
AD708,0.00000000000012,900000,,0.3,0.00003,0.0000000096,0.000000001,,0.00275,6,36
AD841,,40000000,40000000,300,0.001,0.000000015,0.000005,,0.011,10,36
LT1097,0.000000000000008,700000,,0.2,0.00005,0.000000014,0.00000000025,,0.00035,2,40
LT1115,0.0000000000012,70000000,,15,0.0002,0.0000000009,0.00000038,,0.0085,8,44
LTC1053,0.0000000000000022,2500000,,4,0.000005,0.00000007,0.000000000065,In to V- Output,0.001,4.75,16.5
OP177,0.00000000000014,600000,,0.3,0.000025,0.00000001,0.000000002,,0.0016,6,44
AD713,0.00000000000001,4000000,4000000,20,0.0015,0.000000016,0.00000000015,,0.003,9,36
LT1079,0.00000000000006,200000,,0.07,0.0001,0.000000028,0.000000008,In to V-,0.000038,2.2,44
LT1079MJ,0.00000000000006,200000,,0.07,0.0001,0.000000028,0.000000008,,0.000038,2.2,44
AD842,,80000000,,375,0.001,0.000000009,0.000005,,0.013,10,36
AD845,0.0000000000001,16000000,,100,0.00025,0.000000012,0.000000001,,0.01,9.5,36
AD847,0.0000000000015,50000000,50000000,300,0.001,0.000000015,0.0000066,,0.0048,9,36
LT1078,0.00000000000006,200000,,0.07,0.00007,0.000000028,0.000000008,In to V-,0.000038,2.2,44
LTC1050,0.0000000000000018,2500000,,4,0.000005,0.00000009,0.00000000003,In to V- Output,0.001,4.75,18
OP290,,20000,,0.012,0.0005,0.00000008,0.000000025,In to V-,0.00002,1.6,36
LT1178,0.00000000000001,85000,,0.04,0.00007,0.000000049,0.000000005,In to V-,0.000012,2,44
LT1179,0.00000000000001,85000,,0.04,0.0001,0.000000049,0.000000005,In to V-,0.000012,2,44
AD744,0.00000000000001,13000000,13000000,75,0.0005,0.000000016,0.0000000001,,0.0035,9,36
OP97,0.00000000000002,900000,,0.2,0.000025,0.000000014,0.0000000001,,0.0006,4,40
AD549,0.00000000000000011,1000000,1000000,3,0.0005,0.000000035,0.00000000000006,,0.0007,10,36
OP200,0.0000000000004,500000,,0.15,0.000075,0.000000011,0.000000002,,0.000775,3,36
OP200S,,,,,0.000075,,0.000000002,,,3,36
LT1006,0.00000000000007,600000,,0.4,0.00005,0.000000022,0.000000015,In to V-,0.00034,4,44
OP270,0.0000000000006,5000000,,2.4,0.000075,0.0000000032,0.00000002,,0.00325,9,36
OP270S,,,,,0.000075,,0.00000002,,0.00325,9,36
OP42,0.000000000000007,10000000,,52,0.00075,0.000000012,0.00000000025,,0.0051,16,40
OP42S,,,,,0.001,,0.0000000002,,,16,40
OP471,0.0000000000004,6500000,,8,0.0008,0.0000000065,0.000000025,,0.0023,9,36
OP471S,,,,,0.0004,,0.000000025,,,9,36
OP490,0.00000000000007,20000,,0.012,0.001,0.00000006,0.000000025,In to V-,0.00002,3,36
RH1056A,0,6500000,,10,0.0003,0.000000028,0.00000000005,,0.0065,8,40
RH1078M,0.00000000000025,200000,,0.04,0.00012,0.000000024,0.000000015,,0.000075,4.5,44
RH108A,,500000,,,0.001,,0.000000002,,0.0006,,40
AD648,0.0000000000000018,1000000,1000000,1.8,0.001,0.00000003,0.00000000001,,0.00017,9,36
AD648S,,,,,0.001,,0.00000000001,,,9,36
AD711,0.00000000000001,4000000,4000000,20,0.001,0.000000016,0.00000000005,,0.0028,9,36
AD712,0.00000000000001,4000000,4000000,20,0.001,0.000000016,0.000000000075,,0.0028,9,36
LT1057,0.0000000000000015,5000000,,14,0.00045,0.000000013,0.00000000005,,0.0016,8,40
LT1057MH/883,0.0000000000000015,5000000,,14,0.00045,0.000000013,0.00000000005,,0.0016,8,40
LT1058,0.0000000000000015,5000000,,14,0.0006,0.000000013,0.00000000005,,0.0016,8,40
OP470,0.0000000000004,6000000,,2,0.0004,0.0000000032,0.000000025,,0.00225,9,36
OP470S,,,,,0.0004,,0.000000025,,,9,36
LT1028,0.000000000001,75000000,,15,0.00004,0.00000000085,0.00000009,,0.0074,8,44
OP400,0.0000000000006,500000,,0.15,0.00015,0.000000011,0.000000003,,0.0006,6,40
OP400S,,,,,0.00015,,0.000000003,,,6,40
OP77,0.00000000000012,600000,,0.3,0.000025,0.0000000096,0.000000002,,0.002,6,44
OP77S,,,,,0.000025,,0.000000002,,,6,44
LT1022,0.0000000000000018,8500000,,26,0.00025,0.000000014,0.00000000005,,0.0052,20,40
LT1022AMH/883,0.0000000000000018,8500000,,26,0.00025,0.000000014,0.00000000005,,0.0052,20,40
LT1024,0.00000000000002,1000000,,0.2,0.00005,0.000000014,0.00000000012,,0.00038,4,40
LTC1052,0.0000000000000006,1200000,,4,0.000005,0.00000003,0.00000000003,In to V- Output,0.0017,4.75,18
LT1013,0.00000000000007,800000,,0.4,0.00015,0.000000022,0.00000002,In to V-,0.00035,4,44
LT1013AMH,0.00000000000007,800000,,0.4,0.00015,0.000000022,0.00000002,In to V-,0.00035,4,44
LT1014,0.00000000000007,800000,,0.4,0.00015,0.000000022,0.00000002,In to V-,0.00035,4,44
LT1010,,30000000,,200,0.15,0.00000002,0.00025,,0.005,4.5,44
LT1055,0.0000000000000018,4500000,,12,0.0007,0.000000015,0.00000000005,,0.0028,8,40
LT1056,0.0000000000000018,5500000,,14,0.0008,0.000000015,0.00000000005,,0.005,8,40
RH101A,,100000,,,0.002,,0.000000075,,0.003,4,44
RH118,,15000000,,50,0.006,,,,0.008,,40
RH27C,0.0000000000006,5000000,,1.7,0.00006,0.0000000055,0.00000006,,0.0035,,44
RH37C,0.0000000000006,45000000,,11,0.0001,0.000000008,0.00000015,,0.0056,,44
LT1001,0.0000000000001,800000,,0.25,0.000025,0.0000000096,0.000000002,,0.0015,6,44
LT1002,0.0000000000001,800000,,0.25,0.00006,0.0000000096,0.000000003,,0.00153,6,44
LT1007,0.0000000000004,8000000,,2.5,0.000025,0.0000000025,0.000000035,,0.0026,10,30
LT1008,0.00000000000002,1000000,,0.2,0.00012,0.000000014,0.0000000001,,0.00038,4,40
LT1012,0.00000000000002,1000000,,0.2,0.000025,0.000000014,0.0000000001,,0.00037,2.4,40
LT1037,0.0000000000004,60000000,,15,0.000025,0.0000000025,0.000000035,,0.0026,8,44
OP227S,,,,,0.00008,,0.00000004,,,,
OP27,0.0000000000004,8000000,,2.8,0.000025,0.000000003,0.00000004,,0.0057,8,36
OP27S,,,,,0.000025,,,,,8,36
OP37,0.0000000000017,63000000,,17,0.0001,0.000000003,0.00000004,,0.003,8,44
OP37S,,,,,0.000025,,0.00000004,,,8,44
OP215S,,,,,0.001,,0.0000000001,,,20,32
OP11S,,,,,0.0005,,0.0000003,,,10,30
OP15S,,,,,0.0005,,0.00000000005,,,20,36
OP16S,,,,,0.0005,,0.00000000005,,,,
PM155S,,,,,0.002,,0.000000003,,,10,20
PM156S,,,,,0.002,,0.000000003,,,10,20
OP12S,,,,,0.00015,,0.000000002,,,10,30
PM108S,,,,,0.0005,,0.000000002,,,10,40
OP07,0.00000000000012,600000,,0.3,0.000075,0.0000000096,0.000000004,,0.004,6,36
OP07S,,,,,0.000025,,0.000000002,,,6,36
MAX40075,0.0000000000000005,10000000,10000000,3,0.00015,0.0000000055,0.0000000023,Output Only,0.0022,2.7,5.5
MAX40077,0.0000000000000005,10000000,10000000,3,0.00035,0.0000000055,0.00000000026,Output Only,0.0022,2.7,5.5
MAX40088,0.0000000000000005,42000000,42000000,10,0.00015,0.0000000055,0.0000000023,Output Only,0.0022,2.7,5.5
MAX40089,0.0000000000000005,42000000,42000000,10,0.00035,0.0000000055,0.00000000026,Output Only,0.0022,2.7,5.5
MAX40108,0.0000000000001,,168000,0.08,0.00001,0.00000009,0.0000000002,Both,0.0000255,0.9,3.6
MAX4227,0.000000000003,,600000000,1700,0.005,0.000000002,0.00001,,0.006,5.7,11
MAX44259,0.0000000000000012,,15000000,7,0.0008,,0.0000000000005,Both,0.00075,1.7,5.5
MAX4477,0.0000000000000005,,10000000,3,0.00075,0.0000000045,0.00000000015,Output Only,0.0025,2.7,5.5